year,level,area_label,patient_sample_n,patient_weighted_n,patient_online_rate_pct,internet_sample_n,internet_weighted_n,internet_use_rate_pct,prefecture_code,prefecture_name,estimated_events_proxy,low_event_proxy,source_table15_stat_infid,source_internet_stat_infid,supply_standardized_rate_pct,patient_rank,supply_rank,rank_gap_supply_minus_patient,abs_rank_gap
2022,都道府県,14神奈川県,653.0,2540.0,2.0,764.0,2912.0,87.2,14,神奈川県,13.06,False,000040057188,000040057181,0.0597275230841107,41.5,39.0,-2.5,2.5
2022,都道府県,15新潟県,805.0,536.0,1.1,1045.0,689.0,77.8,15,新潟県,8.855,True,000040057188,000040057181,0.0414032432293835,21.5,34.0,12.5,12.5
2022,都道府県,16富山県,959.0,267.0,0.8,1176.0,325.0,82.3,16,富山県,7.672000000000001,True,000040057188,000040057181,0.0182477963161883,12.0,17.0,5.0,5.0
2022,都道府県,17石川県,839.0,289.0,0.9,1026.0,355.0,81.4,17,石川県,7.551,True,000040057188,000040057181,0.0264903586768498,17.0,28.0,11.0,11.0
2022,都道府県,18福井県,679.0,190.0,0.8,887.0,239.0,79.5,18,福井県,5.432,True,000040057188,000040057181,0.0617668781869339,12.0,40.0,28.0,28.0
2022,都道府県,19山梨県,856.0,211.0,1.7,996.0,254.0,83.0,19,山梨県,14.552,False,000040057188,000040057181,0.0249879589294596,34.0,27.0,-7.0,7.0
2022,都道府県,20長野県,776.0,514.0,0.4,965.0,643.0,80.1,20,長野県,3.1040000000000005,True,000040057188,000040057181,0.0422613455212166,5.5,35.0,29.5,29.5
2022,都道府県,21岐阜県,820.0,501.0,1.9,999.0,620.0,80.9,21,岐阜県,15.58,False,000040057188,000040057181,0.0185612400733546,38.0,18.0,-20.0,20.0
2022,都道府県,22静岡県,831.0,923.0,1.5,1035.0,1139.0,81.0,22,静岡県,12.465,False,000040057188,000040057181,0.0390871092703908,33.0,33.0,0.0,0.0
2022,都道府県,23愛知県,721.0,1982.0,1.9,831.0,2360.0,84.0,23,愛知県,13.698999999999998,False,000040057188,000040057181,0.0366144212938898,38.0,31.0,-7.0,7.0
2022,都道府県,24三重県,665.0,466.0,1.4,821.0,555.0,84.0,24,三重県,9.309999999999999,True,000040057188,000040057181,0.0389956099288783,31.0,32.0,1.0,1.0
2022,都道府県,25滋賀県,690.0,383.0,0.9,836.0,443.0,86.5,25,滋賀県,6.21,True,000040057188,000040057181,0.0159251556581795,17.0,11.0,-6.0,6.0
2022,都道府県,26京都府,656.0,689.0,1.9,779.0,810.0,85.0,26,京都府,12.463999999999999,False,000040057188,000040057181,0.0507809589302644,38.0,38.0,0.0,0.0
2022,都道府県,27大阪府,627.0,2434.0,1.8,737.0,2779.0,87.6,27,大阪府,11.286000000000001,False,000040057188,000040057181,0.0771369516221451,35.0,43.0,8.0,8.0
2022,都道府県,28兵庫県,480.0,1378.0,1.3,609.0,1713.0,80.5,28,兵庫県,6.24,True,000040057188,000040057181,0.048013126672406,27.0,37.0,10.0,10.0
2022,都道府県,29奈良県,791.0,366.0,2.3,887.0,416.0,88.1,29,奈良県,18.192999999999998,False,000040057188,000040057181,0.0082884456062688,45.0,3.0,-42.0,42.0
2022,都道府県,30和歌山県,612.0,227.0,1.3,790.0,289.0,78.4,30,和歌山県,7.956,True,000040057188,000040057181,0.012940324155795,27.0,8.0,-19.0,19.0
2022,都道府県,31鳥取県,635.0,133.0,0.4,820.0,173.0,76.8,31,鳥取県,2.54,True,000040057188,000040057181,0.0169822959782766,5.5,15.0,9.5,9.5
2022,都道府県,32島根県,700.0,165.0,1.3,886.0,210.0,78.6,32,島根県,9.1,True,000040057188,000040057181,0.093097047824394,27.0,46.0,19.0,19.0
2022,都道府県,33岡山県,645.0,470.0,1.2,835.0,592.0,79.5,33,岡山県,7.74,True,000040057188,000040057181,0.0147523984119973,24.0,10.0,-14.0,14.0
2022,都道府県,34広島県,749.0,751.0,1.9,863.0,875.0,85.9,34,広島県,14.231,False,000040057188,000040057181,0.0248752820167428,38.0,26.0,-12.0,12.0
2022,都道府県,35山口県,695.0,320.0,0.9,895.0,420.0,76.2,35,山口県,6.255,True,000040057188,000040057181,0.0122735648307504,17.0,7.0,-10.0,10.0
2022,都道府県,36徳島県,634.0,178.0,0.8,801.0,226.0,78.7,36,徳島県,5.072,True,000040057188,000040057181,0.0069319956694248,12.0,2.0,-10.0,10.0
2022,都道府県,37香川県,706.0,242.0,0.3,859.0,298.0,81.3,37,香川県,2.118,True,000040057188,000040057181,0.0022480283015878,3.0,1.0,-2.0,2.0
2022,都道府県,38愛媛県,630.0,334.0,0.6,765.0,418.0,79.9,38,愛媛県,3.78,True,000040057188,000040057181,0.0231467486375914,7.5,24.0,16.5,16.5
2022,都道府県,39高知県,526.0,163.0,0.7,701.0,216.0,75.3,39,高知県,3.682,True,000040057188,000040057181,0.0164965625565911,9.0,14.0,5.0,5.0
2022,都道府県,40福岡県,442.0,1324.0,1.3,555.0,1608.0,82.4,40,福岡県,5.746,True,000040057188,000040057181,0.0180987059951233,27.0,16.0,-11.0,11.0
2022,都道府県,41佐賀県,682.0,203.0,0.9,843.0,253.0,80.2,41,佐賀県,6.138000000000001,True,000040057188,000040057181,0.0226965496035937,17.0,23.0,6.0,6.0
2022,都道府県,42長崎県,705.0,326.0,1.1,808.0,408.0,79.8,42,長崎県,7.755000000000001,True,000040057188,000040057181,0.0091224393341774,21.5,5.0,-16.5,16.5
2022,都道府県,43熊本県,611.0,405.0,1.3,815.0,542.0,74.7,43,熊本県,7.9430000000000005,True,000040057188,000040057181,0.0871081573597847,27.0,45.0,18.0,18.0
2022,都道府県,44大分県,547.0,267.0,0.6,727.0,352.0,76.0,44,大分県,3.282,True,000040057188,000040057181,0.0162605502200331,7.5,13.0,5.5,5.5
2022,都道府県,45宮崎県,590.0,258.0,2.1,781.0,334.0,77.4,45,宮崎県,12.39,False,000040057188,000040057181,0.0192572793172856,43.5,20.0,-23.5,23.5
2022,都道府県,46鹿児島県,461.0,375.0,1.1,606.0,496.0,75.7,46,鹿児島県,5.071000000000001,True,000040057188,000040057181,0.0247011289121218,21.5,25.0,3.5,3.5
2022,都道府県,47沖縄県,391.0,364.0,1.9,474.0,453.0,80.2,47,沖縄県,7.428999999999999,True,000040057188,000040057181,0.028492963030614,38.0,29.0,-9.0,9.0
2023,都道府県,01北海道,558.0,1157.0,2.8,664.0,1415.0,81.8,01,北海道,15.623999999999999,False,000040185454,000040185447,0.0317537355614665,40.5,32.0,-8.5,8.5
2023,都道府県,02青森県,559.0,241.0,0.5,767.0,332.0,72.5,02,青森県,2.795,True,000040185454,000040185447,0.0384307439080382,4.0,33.0,29.0,29.0
2023,都道府県,03岩手県,565.0,236.0,0.6,749.0,325.0,72.7,03,岩手県,3.39,True,000040185454,000040185447,0.0300029182137499,6.0,29.0,23.0,23.0
2023,都道府県,04宮城県,623.0,520.0,1.4,738.0,626.0,83.1,04,宮城県,8.722,True,000040185454,000040185447,0.0175348321786938,19.0,11.0,-8.0,8.0
2023,都道府県,05秋田県,653.0,191.0,1.6,851.0,258.0,74.0,05,秋田県,10.448,False,000040185454,000040185447,0.0226328356882456,25.0,18.0,-7.0,7.0
2023,都道府県,06山形県,726.0,209.0,2.3,1007.0,287.0,73.0,06,山形県,16.698,False,000040185454,000040185447,0.0449991941335172,34.5,37.0,2.5,2.5
2023,都道府県,07福島県,457.0,389.0,2.7,582.0,492.0,79.1,07,福島県,12.339,False,000040185454,000040185447,0.0447424317999801,39.0,36.0,-3.0,3.0
2023,都道府県,08茨城県,604.0,642.0,2.8,714.0,779.0,82.4,08,茨城県,16.912,False,000040185454,000040185447,0.0272855325852047,40.5,26.0,-14.5,14.5
2023,都道府県,09栃木県,732.0,427.0,1.7,896.0,524.0,81.6,09,栃木県,12.443999999999999,False,000040185454,000040185447,0.0314794062541732,28.0,31.0,3.0,3.0
2023,都道府県,10群馬県,656.0,429.0,1.6,756.0,525.0,81.7,10,群馬県,10.496000000000002,False,000040185454,000040185447,0.0249144345699136,25.0,24.0,-1.0,1.0
2023,都道府県,11埼玉県,705.0,1745.0,3.1,790.0,2004.0,87.0,11,埼玉県,21.855,False,000040185454,000040185447,0.0576694383039865,44.0,42.0,-2.0,2.0
2023,都道府県,12千葉県,517.0,1392.0,2.6,659.0,1714.0,81.2,12,千葉県,13.442,False,000040185454,000040185447,0.0535265658137249,38.0,40.0,2.0,2.0
2023,都道府県,13東京都,484.0,3428.0,5.3,545.0,3838.0,89.3,13,東京都,25.651999999999997,False,000040185454,000040185447,0.323336064430126,47.0,47.0,0.0,0.0
2023,都道府県,14神奈川県,661.0,2276.0,3.0,728.0,2526.0,90.1,14,神奈川県,19.83,False,000040185454,000040185447,0.0685253763126636,43.0,45.0,2.0,2.0
2023,都道府県,15新潟県,701.0,472.0,0.7,858.0,592.0,79.7,15,新潟県,4.907,True,000040185454,000040185447,0.0185974057667297,8.5,13.0,4.5,4.5
2023,都道府県,16富山県,900.0,218.0,0.7,1121.0,279.0,78.2,16,富山県,6.3,True,000040185454,000040185447,0.0241613764960857,8.5,22.0,13.5,13.5
2023,都道府県,17石川県,752.0,250.0,1.4,909.0,306.0,81.9,17,石川県,10.527999999999999,False,000040185454,000040185447,0.0398804108066215,19.0,34.0,15.0,15.0
2023,都道府県,18福井県,626.0,164.0,1.4,783.0,206.0,79.8,18,福井県,8.764,True,000040185454,000040185447,0.0489005126961699,19.0,39.0,20.0,20.0
2023,都道府県,19山梨県,699.0,183.0,1.2,837.0,220.0,82.9,19,山梨県,8.388,True,000040185454,000040185447,0.0193768772466153,14.0,15.0,1.0,1.0
2023,都道府県,20長野県,675.0,464.0,1.9,799.0,554.0,83.7,20,長野県,12.825,False,000040185454,000040185447,0.0237118672204171,30.5,21.0,-9.5,9.5
2023,都道府県,21岐阜県,670.0,449.0,1.3,795.0,533.0,84.3,21,岐阜県,8.71,True,000040185454,000040185447,0.0189586631147617,15.0,14.0,-1.0,1.0
2023,都道府県,22静岡県,652.0,813.0,2.4,764.0,983.0,82.7,22,静岡県,15.648,False,000040185454,000040185447,0.0228074086038609,36.5,19.0,-17.5,17.5
2023,都道府県,23愛知県,642.0,1804.0,3.2,703.0,2043.0,88.3,23,愛知県,20.544,False,000040185454,000040185447,0.0600397577368353,45.0,43.0,-2.0,2.0
2023,都道府県,24三重県,602.0,394.0,2.2,737.0,477.0,82.7,24,三重県,13.244000000000002,False,000040185454,000040185447,0.0253306300869876,33.0,25.0,-8.0,8.0
2023,都道府県,25滋賀県,733.0,338.0,1.4,837.0,384.0,88.2,25,滋賀県,10.262,False,000040185454,000040185447,0.0151931726365778,19.0,8.0,-11.0,11.0
2023,都道府県,26京都府,578.0,612.0,1.4,655.0,699.0,87.5,26,京都府,8.091999999999999,True,000040185454,000040185447,0.0288805741057785,19.0,28.0,9.0,9.0
2023,都道府県,27大阪府,464.0,2035.0,2.9,539.0,2403.0,84.7,27,大阪府,13.456,False,000040185454,000040185447,0.0537581200653957,42.0,41.0,-1.0,1.0
2023,都道府県,28兵庫県,559.0,1146.0,1.8,752.0,1479.0,77.5,28,兵庫県,10.062000000000001,False,000040185454,000040185447,0.0409637397652352,29.0,35.0,6.0,6.0
2023,都道府県,29奈良県,638.0,305.0,1.6,734.0,357.0,85.4,29,奈良県,10.208,False,000040185454,000040185447,0.0215371454076959,25.0,17.0,-8.0,8.0
2023,都道府県,30和歌山県,452.0,191.0,0.4,610.0,248.0,77.3,30,和歌山県,1.808,True,000040185454,000040185447,0.0087264422438095,2.5,3.0,0.5,0.5
2023,都道府県,31鳥取県,605.0,116.0,2.0,772.0,149.0,78.3,31,鳥取県,12.1,False,000040185454,000040185447,0.0171630134466236,32.0,10.0,-22.0,22.0
2023,都道府県,32島根県,645.0,133.0,0.6,917.0,180.0,73.9,32,島根県,3.87,True,000040185454,000040185447,0.141334392594431,6.0,46.0,40.0,40.0
2023,都道府県,33岡山県,636.0,407.0,1.6,805.0,509.0,80.1,33,岡山県,10.176,False,000040185454,000040185447,0.0106326008041284,25.0,4.0,-21.0,21.0
2023,都道府県,34広島県,665.0,640.0,2.3,751.0,754.0,84.9,34,広島県,15.294999999999998,False,000040185454,000040185447,0.020893045330863,34.5,16.0,-18.5,18.5
2023,都道府県,35山口県,583.0,277.0,1.4,737.0,360.0,77.0,35,山口県,8.161999999999999,True,000040185454,000040185447,0.0069822430302051,19.0,2.0,-17.0,17.0
2023,都道府県,36徳島県,550.0,152.0,2.4,679.0,193.0,78.5,36,徳島県,13.2,False,000040185454,000040185447,0.0178316320371347,36.5,12.0,-24.5,24.5
2023,都道府県,37香川県,535.0,203.0,1.4,677.0,256.0,79.5,37,香川県,7.49,True,000040185454,000040185447,0.0040641517036531,19.0,1.0,-18.0,18.0
2023,都道府県,38愛媛県,462.0,291.0,1.1,578.0,359.0,80.9,38,愛媛県,5.082000000000001,True,000040185454,000040185447,0.0138066454344852,13.0,6.0,-7.0,7.0
2023,都道府県,39高知県,434.0,138.0,1.6,586.0,185.0,74.6,39,高知県,6.944000000000001,True,000040185454,000040185447,0.0145034104350301,25.0,7.0,-18.0,18.0
2023,都道府県,40福岡県,359.0,1099.0,0.9,464.0,1393.0,78.9,40,福岡県,3.2310000000000003,True,000040185454,000040185447,0.0277944074049873,11.0,27.0,16.0,16.0
2023,都道府県,41佐賀県,620.0,176.0,1.9,760.0,218.0,80.6,41,佐賀県,11.78,False,000040185454,000040185447,0.0235663808166198,30.5,20.0,-10.5,10.5
2023,都道府県,42長崎県,504.0,268.0,1.0,633.0,351.0,76.4,42,長崎県,5.04,True,000040185454,000040185447,0.0110868001430783,12.0,5.0,-7.0,7.0
2023,都道府県,43熊本県,546.0,363.0,0.8,696.0,468.0,77.6,43,熊本県,4.368,True,000040185454,000040185447,0.0651511156495588,10.0,44.0,34.0,34.0
2023,都道府県,44大分県,518.0,244.0,0.6,651.0,303.0,80.5,44,大分県,3.108,True,000040185454,000040185447,0.0303152162907969,6.0,30.0,24.0,24.0
2023,都道府県,45宮崎県,409.0,206.0,0.2,556.0,288.0,71.6,45,宮崎県,0.8180000000000001,True,000040185454,000040185447,0.0242066908903554,1.0,23.0,22.0,22.0
2023,都道府県,46鹿児島県,479.0,351.0,0.4,564.0,428.0,82.0,46,鹿児島県,1.9160000000000001,True,000040185454,000040185447,0.0154442619985043,2.5,9.0,6.5,6.5
2023,都道府県,47沖縄県,412.0,329.0,3.7,491.0,394.0,83.4,47,沖縄県,15.244000000000002,False,000040185454,000040185447,0.0469374386823108,46.0,38.0,-8.0,8.0
2024,都道府県,01北海道,468.0,1182.0,3.4,592.0,1530.0,77.3,01,北海道,15.912,False,000040278952,000040278945,0.0428890472997484,43.0,30.0,-13.0,13.0
2024,都道府県,02青森県,634.0,261.0,2.4,848.0,358.0,72.9,02,青森県,15.216,False,000040278952,000040278945,0.0336890092650549,35.0,26.0,-9.0,9.0
2024,都道府県,03岩手県,518.0,238.0,1.3,783.0,351.0,67.8,03,岩手県,6.734,True,000040278952,000040278945,0.044517333424421,14.5,33.0,18.5,18.5
2024,都道府県,04宮城県,664.0,542.0,3.0,830.0,677.0,80.1,04,宮城県,19.92,False,000040278952,000040278945,0.0291104776194703,41.0,20.0,-21.0,21.0
2024,都道府県,05秋田県,579.0,205.0,1.0,746.0,278.0,74.0,05,秋田県,5.79,True,000040278952,000040278945,0.021880882881118,6.5,12.0,5.5,5.5
2024,都道府県,06山形県,894.0,248.0,0.9,1078.0,310.0,80.2,06,山形県,8.046,True,000040278952,000040278945,0.0589339516277878,4.0,39.0,35.0,35.0
2024,都道府県,07福島県,575.0,437.0,0.8,699.0,531.0,82.2,07,福島県,4.6,True,000040278952,000040278945,0.0554085445035314,2.0,37.0,35.0,35.0
2024,都道府県,08茨城県,618.0,711.0,1.6,728.0,844.0,84.2,08,茨城県,9.888,True,000040278952,000040278945,0.0383044916043237,20.0,28.0,8.0,8.0
2024,都道府県,09栃木県,763.0,471.0,1.3,901.0,568.0,82.9,09,栃木県,9.919,True,000040278952,000040278945,0.0442039007934245,14.5,32.0,17.5,17.5
2024,都道府県,10群馬県,622.0,449.0,2.2,799.0,568.0,79.1,10,群馬県,13.684000000000001,False,000040278952,000040278945,0.0275797083372159,30.5,18.0,-12.5,12.5
2024,都道府県,11埼玉県,747.0,1876.0,2.3,829.0,2176.0,86.2,11,埼玉県,17.180999999999997,False,000040278952,000040278945,0.0721950923913006,32.5,42.0,9.5,9.5
2024,都道府県,12千葉県,609.0,1525.0,2.4,760.0,1860.0,82.0,12,千葉県,14.616,False,000040278952,000040278945,0.0836318171431249,35.0,43.0,8.0,8.0
2024,都道府県,13東京都,762.0,3678.0,4.3,867.0,4181.0,88.0,13,東京都,32.766,False,000040278952,000040278945,0.5745588446569,47.0,47.0,0.0,0.0
2024,都道府県,14神奈川県,670.0,2424.0,3.9,764.0,2743.0,88.4,14,神奈川県,26.13,False,000040278952,000040278945,0.109074497418058,46.0,44.0,-2.0,2.0
2024,都道府県,15新潟県,714.0,498.0,0.7,902.0,639.0,77.9,15,新潟県,4.997999999999999,True,000040278952,000040278945,0.0198627944911234,1.0,9.0,8.0,8.0
2024,都道府県,16富山県,1101.0,244.0,1.4,1318.0,301.0,81.1,16,富山県,15.413999999999998,False,000040278952,000040278945,0.0299798846859256,16.0,22.0,6.0,6.0
2024,都道府県,17石川県,790.0,273.0,1.2,903.0,331.0,82.6,17,石川県,9.48,True,000040278952,000040278945,0.0456092255303553,13.0,34.0,21.0,21.0
2024,都道府県,18福井県,744.0,178.0,1.8,924.0,221.0,80.4,18,福井県,13.392000000000001,False,000040278952,000040278945,0.0533670550246348,24.0,36.0,12.0,12.0
2024,都道府県,19山梨県,655.0,191.0,1.1,840.0,237.0,80.5,19,山梨県,7.205000000000001,True,000040278952,000040278945,0.0328950123327152,10.0,25.0,15.0,15.0
2024,都道府県,20長野県,683.0,485.0,2.0,819.0,599.0,80.9,20,長野県,13.66,False,000040278952,000040278945,0.0224704882467359,26.0,14.0,-12.0,12.0
2024,都道府県,21岐阜県,778.0,476.0,1.6,926.0,576.0,82.6,21,岐阜県,12.448000000000002,False,000040278952,000040278945,0.0345960478658352,20.0,27.0,7.0,7.0
2024,都道府県,22静岡県,775.0,887.0,2.2,921.0,1064.0,83.4,22,静岡県,17.05,False,000040278952,000040278945,0.0272232465502179,30.5,17.0,-13.5,13.5
2024,都道府県,23愛知県,757.0,1882.0,2.8,857.0,2217.0,84.9,23,愛知県,21.195999999999998,False,000040278952,000040278945,0.113660429610038,38.5,45.0,6.5,6.5
2024,都道府県,24三重県,670.0,420.0,2.3,803.0,515.0,81.5,24,三重県,15.409999999999998,False,000040278952,000040278945,0.0297864832942134,32.5,21.0,-11.5,11.5
2024,都道府県,25滋賀県,764.0,348.0,2.9,913.0,416.0,83.6,25,滋賀県,22.156,False,000040278952,000040278945,0.0230268093828432,40.0,15.0,-25.0,25.0
2024,都道府県,26京都府,640.0,658.0,2.8,728.0,757.0,86.9,26,京都府,17.92,False,000040278952,000040278945,0.0435145806373029,38.5,31.0,-7.5,7.5
2024,都道府県,27大阪府,491.0,2133.0,1.7,608.0,2605.0,81.9,27,大阪府,8.347,True,000040278952,000040278945,0.0666014474297408,22.5,41.0,18.5,18.5
2024,都道府県,28兵庫県,618.0,1396.0,3.8,700.0,1601.0,87.2,28,兵庫県,23.484,False,000040278952,000040278945,0.0587183895556137,45.0,38.0,-7.0,7.0
2024,都道府県,29奈良県,678.0,323.0,0.9,812.0,386.0,83.6,29,奈良県,6.102,True,000040278952,000040278945,0.0305358339912822,4.0,23.0,19.0,19.0
2024,都道府県,30和歌山県,506.0,205.0,3.3,641.0,267.0,76.8,30,和歌山県,16.698,False,000040278952,000040278945,0.0092995391047781,42.0,3.0,-39.0,39.0
2024,都道府県,31鳥取県,594.0,125.0,2.1,793.0,161.0,77.9,31,鳥取県,12.474,False,000040278952,000040278945,0.0112662224010721,28.5,4.0,-24.5,24.5
2024,都道府県,32島根県,678.0,153.0,2.0,877.0,194.0,78.8,32,島根県,13.56,False,000040278952,000040278945,0.139561600102038,26.0,46.0,20.0,20.0
2024,都道府県,33岡山県,646.0,454.0,2.1,792.0,551.0,82.4,33,岡山県,13.566,False,000040278952,000040278945,0.0156042799667711,28.5,5.0,-23.5,23.5
2024,都道府県,34広島県,670.0,690.0,2.4,780.0,816.0,84.5,34,広島県,16.08,False,000040278952,000040278945,0.0257306846078143,35.0,16.0,-19.0,19.0
2024,都道府県,35山口県,619.0,316.0,1.1,760.0,389.0,81.2,35,山口県,6.809000000000001,True,000040278952,000040278945,0.0091981303419867,10.0,2.0,-8.0,8.0
2024,都道府県,36徳島県,566.0,158.0,1.1,722.0,209.0,75.8,36,徳島県,6.226,True,000040278952,000040278945,0.0203482458055793,10.0,10.0,0.0,0.0
2024,都道府県,37香川県,626.0,224.0,1.5,756.0,276.0,81.3,37,香川県,9.39,True,000040278952,000040278945,0.0039049447959296,17.5,1.0,-16.5,16.5
2024,都道府県,38愛媛県,532.0,300.0,1.6,684.0,388.0,77.3,38,愛媛県,8.512,True,000040278952,000040278945,0.0159752101543642,20.0,6.0,-14.0,14.0
2024,都道府県,39高知県,514.0,157.0,1.0,644.0,200.0,78.5,39,高知県,5.14,True,000040278952,000040278945,0.0213177979299276,6.5,11.0,4.5,4.5
2024,都道府県,40福岡県,608.0,1312.0,2.0,693.0,1513.0,86.7,40,福岡県,12.16,False,000040278952,000040278945,0.0425822412425847,26.0,29.0,3.0,3.0
2024,都道府県,41佐賀県,729.0,187.0,1.1,903.0,236.0,79.1,41,佐賀県,8.019,True,000040278952,000040278945,0.0310851468284541,10.0,24.0,14.0,14.0
2024,都道府県,42長崎県,675.0,293.0,1.1,773.0,379.0,77.3,42,長崎県,7.425000000000001,True,000040278952,000040278945,0.0166147497345475,10.0,7.0,-3.0,3.0
2024,都道府県,43熊本県,587.0,393.0,1.7,758.0,507.0,77.5,43,熊本県,9.979,True,000040278952,000040278945,0.065871713812147,22.5,40.0,17.5,17.5
2024,都道府県,44大分県,538.0,255.0,1.5,694.0,327.0,77.9,44,大分県,8.07,True,000040278952,000040278945,0.0190847955119754,17.5,8.0,-9.5,9.5
2024,都道府県,45宮崎県,481.0,242.0,2.6,635.0,311.0,77.7,45,宮崎県,12.506000000000002,False,000040278952,000040278945,0.0290736825027086,37.0,19.0,-18.0,18.0
2024,都道府県,46鹿児島県,401.0,350.0,0.9,543.0,462.0,75.7,46,鹿児島県,3.6090000000000004,True,000040278952,000040278945,0.0224242362726647,4.0,13.0,9.0,9.0
2024,都道府県,47沖縄県,335.0,351.0,3.6,412.0,429.0,81.7,47,沖縄県,12.06,False,000040278952,000040278945,0.0503961752457846,44.0,35.0,-9.0,9.0
